a01,a05,G1.03,hh_type,pilot,cluster,g1_06_p1,G2.01.A,G2.02.A,G2.03.A,G2.01.B,G2.02.B,G2.03.B,G2.01.C,G2.02.C,G2.03.C,G2.01.F,G2.02.F,G2.03.F,G5.01.A,g5a_01b_p1_a,g5a_01c_p1_a,G5.02.A,G5.01.B,g5a_01b_p1_b,g5a_01c_p1_b,G5.02.B,G5.01.C,g5a_01b_p1_c,g5a_01c_p1_c,G5.02.C,G5.01.D,g5a_01b_p1_d,g5a_01c_p1_d,G5.02.D,g5a_01a_p1_e,g5a_01b_p1_e,g5a_01c_p1_e,g5a_02_p1_e,g5a_01a_p1_f,g5a_01b_p1_f,g5a_01c_p1_f,g5a_02_p1_f,g5a_01a_p1_g,g5a_01b_p1_g,g5a_01c_p1_g,g5a_02_p1_g,G5.03.A,G5.04.A,G5.05.A,G5.03.B,G5.04.B,G5.05.B,G5.03.C,G5.04.C,G5.05.C,G5.03.D,G5.04.D,G5.05.D,feelinputdecagr,raiprod_any,input_product_decision,autonomy
2503.0,1.0,male,1.0,pilot 1.1,25.0,alone,yes,input into some decisions,input into some decisions,yes,input into most decisions,input into most decisions,yes,input into some decisions,input into some decisions,no,no decision made,no decision made,self,not applicable,not applicable,n/a,self,spouse,,medium extent,self,spouse,,medium extent,self,spouse,,small extent,self,spouse,,medium extent,not applicable,not applicable,not applicable,n/a,self,spouse,,small extent,somewhat true,somewhat true,always true,not very true,not very true,always true,never true,never true,always true,never true,never true,always true,0.0,0.0,0,0
2503.0,2.0,female,1.0,pilot 1.1,25.0,alone,yes,input into some decisions,input into some decisions,yes,input into some decisions,input into some decisions,yes,input into some decisions,input into some decisions,no,no decision made,no decision made,self,spouse,,to a high extent,self,spouse,,medium extent,self,spouse,,medium extent,self,spouse,,medium extent,self,spouse,,medium extent,self,spouse,,medium extent,self,spouse,,medium extent,never true,never true,somewhat true,never true,never true,always true,never true,never true,always true,not very true,not very true,always true,0.0,0.0,0,0
2504.0,1.0,male,1.0,pilot 1.1,25.0,alone,yes,input into most decisions,input into most decisions,yes,input into most decisions,input into most decisions,yes,input into most decisions,input into most decisions,no,no decision made,no decision made,self,not applicable,not applicable,n/a,self,spouse,,to a high extent,self,not applicable,not applicable,n/a,self,spouse,,medium extent,not applicable,not applicable,not applicable,n/a,not applicable,not applicable,not applicable,n/a,self,spouse,,medium extent,never true,never true,always true,never true,never true,always true,not very true,somewhat true,always true,never true,never true,always true,0.0,0.0,0,0
2504.0,2.0,female,1.0,pilot 1.1,25.0,alone,no,no decision made,no decision made,no,no decision made,no decision made,yes,input into some decisions,input into some decisions,yes,input into some decisions,input into some decisions,self,spouse,,medium extent,self,spouse,,medium extent,self,spouse,,medium extent,self,spouse,,medium extent,self,spouse,,medium extent,self,spouse,,medium extent,self,spouse,,medium extent,somewhat true,somewhat true,always true,somewhat true,somewhat true,always true,somewhat true,somewhat true,always true,never true,never true,always true,0.0,0.0,0,0
2505.0,1.0,male,1.0,pilot 1.1,25.0,alone,yes,input into some decisions,input into some decisions,no,no decision made,no decision made,yes,input into some decisions,input into some decisions,no,no decision made,no decision made,self,spouse,,medium extent,self,other hh member,,medium extent,self,spouse,,medium extent,self,spouse,,medium extent,not applicable,not applicable,not applicable,n/a,not applicable,not applicable,not applicable,n/a,self,other hh member,,medium extent,never true,not very true,always true,never true,somewhat true,always true,somewhat true,somewhat true,always true,never true,somewhat true,somewhat true,0.0,0.0,0,0
2505.0,2.0,female,1.0,pilot 1.1,25.0,alone,yes,input into most decisions,no decision made,no,no decision made,no decision made,yes,input into some decisions,no decision made,no,no decision made,no decision made,self,spouse,,to a high extent,self,spouse,,to a high extent,self,spouse,,medium extent,self,spouse,,medium extent,not applicable,not applicable,not applicable,n/a,self,spouse,,n/a,self,spouse,,to a high extent,not very true,not very true,somewhat true,not very true,not very true,always true,not very true,not very true,always true,not very true,not very true,somewhat true,0.0,0.0,0,0
2506.0,1.0,male,1.0,pilot 1.1,25.0,alone,yes,input into most decisions,input into some decisions,yes,input into some decisions,input into most decisions,yes,input into most decisions,input into most decisions,no,no decision made,no decision made,self,spouse,,medium extent,self,spouse,,medium extent,self,spouse,,small extent,self,not applicable,not applicable,n/a,not applicable,not applicable,not applicable,n/a,not applicable,not applicable,not applicable,n/a,self,spouse,,small extent,never true,never true,somewhat true,not very true,not very true,somewhat true,never true,not very true,always true,never true,somewhat true,always true,0.0,0.0,0,0
2506.0,2.0,female,1.0,pilot 1.1,25.0,alone,yes,input into some decisions,input into some decisions,yes,input into some decisions,input into some decisions,yes,no input,no input,no,no decision made,no decision made,self,spouse,,medium extent,self,spouse,,medium extent,self,spouse,,medium extent,self,spouse,,medium extent,self,spouse,,medium extent,self,spouse,,medium extent,self,spouse,,medium extent,never true,never true,always true,never true,never true,always true,never true,never true,always true,never true,never true,always true,0.0,0.0,0,0
2507.0,1.0,male,1.0,pilot 1.1,25.0,alone,yes,input into most decisions,input into most decisions,yes,input into most decisions,input into most decisions,yes,input into most decisions,input into most decisions,no,no decision made,no decision made,self,spouse,,to a high extent,self,spouse,,to a high extent,self,spouse,,to a high extent,self,spouse,,to a high extent,not applicable,not applicable,not applicable,n/a,self,spouse,,to a high extent,self,spouse,,medium extent,not very true,never true,always true,never true,never true,always true,never true,never true,always true,never true,never true,always true,0.0,0.0,0,0
2507.0,2.0,female,1.0,pilot 1.1,25.0,alone,yes,input into most decisions,input into most decisions,yes,input into some decisions,input into most decisions,yes,input into some decisions,input into some decisions,no,no decision made,no decision made,self,spouse,,medium extent,self,spouse,,to a high extent,self,spouse,,medium extent,self,spouse,,medium extent,self,spouse,,to a high extent,self,spouse,,small extent,self,not applicable,not applicable,n/a,always true,somewhat true,always true,always true,always true,always true,always true,somewhat true,always true,always true,always true,always true,0.0,1.0,0,1
2508.0,1.0,male,1.0,pilot 1.1,25.0,alone,yes,input into some decisions,input into some decisions,no,no decision made,no decision made,yes,input into most decisions,input into most decisions,no,no decision made,no decision made,self,not applicable,not applicable,n/a,self,spouse,,medium extent,self,spouse,,medium extent,self,not applicable,not applicable,n/a,not applicable,not applicable,not applicable,n/a,spouse,,,medium extent,spouse,,,small extent,not very true,not very true,always true,not very true,not very true,always true,not very true,not very true,always true,somewhat true,somewhat true,always true,0.0,0.0,0,0
2508.0,2.0,female,1.0,pilot 1.1,25.0,alone,yes,input into most decisions,input into most decisions,no,no decision made,no decision made,yes,input into some decisions,input into some decisions,no,no decision made,no decision made,self,not applicable,not applicable,n/a,self,not applicable,not applicable,n/a,self,not applicable,not applicable,n/a,self,spouse,,medium extent,self,not applicable,not applicable,n/a,self,spouse,,medium extent,self,not applicable,not applicable,n/a,somewhat true,somewhat true,always true,somewhat true,always true,always true,somewhat true,somewhat true,always true,somewhat true,somewhat true,always true,0.0,0.0,0,0
2509.0,1.0,male,1.0,pilot 1.1,25.0,alone,yes,input into most decisions,input into most decisions,yes,input into most decisions,input into most decisions,yes,input into most decisions,input into most decisions,no,no decision made,no decision made,self,spouse,other non-hh member,to a high extent,self,spouse,,medium extent,self,spouse,,to a high extent,self,not applicable,not applicable,n/a,not applicable,not applicable,not applicable,n/a,self,spouse,,to a high extent,self,spouse,,to a high extent,never true,never true,always true,never true,never true,always true,never true,never true,always true,never true,never true,always true,0.0,0.0,0,0
2509.0,2.0,female,1.0,pilot 1.1,25.0,alone,yes,input into some decisions,input into some decisions,no,no decision made,no decision made,yes,input into some decisions,input into some decisions,no,no decision made,no decision made,self,spouse,,medium extent,self,spouse,,medium extent,self,spouse,,medium extent,self,spouse,,small extent,self,spouse,,medium extent,self,spouse,,medium extent,self,not applicable,not applicable,n/a,always true,always true,always true,somewhat true,always true,always true,always true,somewhat true,always true,somewhat true,always true,always true,0.0,0.0,0,0
2511.0,1.0,male,1.0,pilot 1.1,25.0,alone,yes,input into some decisions,input into some decisions,no,no decision made,no decision made,yes,input into some decisions,no decision made,no,no decision made,no decision made,self,spouse,,medium extent,self,spouse,,medium extent,self,spouse,,medium extent,self,spouse,,to a high extent,not applicable,not applicable,not applicable,n/a,not applicable,not applicable,not applicable,n/a,self,spouse,,medium extent,never true,somewhat true,somewhat true,never true,always true,always true,not very true,always true,always true,not very true,somewhat true,always true,0.0,0.0,0,0
2511.0,2.0,female,1.0,pilot 1.1,25.0,alone,yes,input into most decisions,input into most decisions,yes,input into most decisions,input into most decisions,yes,input into most decisions,input into most decisions,no,no decision made,no decision made,self,spouse,,to a high extent,self,spouse,,to a high extent,self,spouse,,to a high extent,self,spouse,,to a high extent,self,not applicable,not applicable,n/a,self,spouse,,to a high extent,self,spouse,,to a high extent,never true,never true,always true,never true,never true,always true,never true,never true,always true,never true,never true,always true,0.0,0.0,0,0
